video_id,publishedAt,channelId,title,description,thumbnails.default.url,channelTitle,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,tags
0K1vyiV8_qo,2021-03-01T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 20: Evaluation (2021-02-22) (advr03),"Anna-Leigh Brown presents Chapter 20 Evaluation from Advanced R from by Hadley Wickham on 2021-02-22, to the Advanced R Book Club (cohort 3). 


Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/index.html!",https://i.ytimg.com/vi/0K1vyiV8_qo/default.jpg,R4DS Online Learning Community,15,0,0,0,0,rstats
FSm2_TJmhm0,2021-07-29T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 17 (Big Picture) (2021-07-06) (advr05),"Mariela Cortés López presents Chapter 17 (""Big Picture"") from Advanced R by Hadley Wickham on 2021-07-06, to the R4DS Book Club (cohort 5).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/FSm2_TJmhm0/default.jpg,R4DS Online Learning Community,15,0,0,0,0,rstats
pOaiDK7J7EE,2021-08-26T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 23 &amp; 24 (Measuring and Improving Performance) (2021-08-24) (advr05),"Brett Longworth presents Chapter 23 and 24 (""Measuring and Improving Performance"") from Advanced R by Hadley Wickham on 2021-08-24, to the R4DS Book Club (cohort 5).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/pOaiDK7J7EE/default.jpg,R4DS Online Learning Community,34,1,0,0,0,rstats
9GkgNC15EAw,2020-11-01T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapters 12&amp;13: OOP Intro (2020-10-29) (advr02),"Chris Yarrison presenting Chapters 12 (""Base types"") & 13 (""S3"") from Advanced R by Hadley Wickham on October 29, 2020, to the R4DS Book Club (cohort 2).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/9GkgNC15EAw/default.jpg,R4DS Online Learning Community,33,0,0,0,0,rstats
w_97Vr-d3yM,2019-05-22T00:00:00Z,UC_TqJEQoQK6XNljuuwY_FNg,Introduction to R Markdown | Part 3 - More Advanced Features,In this video on R Markdown we show off a few more advanced features of how to make the best use of R Markdown.,https://i.ytimg.com/vi/w_97Vr-d3yM/default.jpg,Carroll Math,556,15,0,0,0,"R Markdown,RStudio"
bzo37PHCM1I,2020-11-21T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapters 15 &amp; 16: S4 &amp; Trade-Offs (2020-11-12) (advr02),"Erick Knackstedt presenting Chapters 15 (""S4"") & 16 (""Trade-Offs"") from Advanced R by Hadley Wickham on November 12, 2020, to the R4DS Book Club (cohort 2).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/bzo37PHCM1I/default.jpg,R4DS Online Learning Community,24,0,0,0,0,rstats
96eY6YS_3hU,2020-05-02T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 5: Control Flow (2020-04-30) (advr01),"Maya Gans presenting Chapter 5 (Control Flow) of Hadley Wickham's ""Advanced R (2nd Edition)"" to the R4DS Book Club on April 30, 2020.

Join the conversation at r4ds.io/join!",https://i.ytimg.com/vi/96eY6YS_3hU/default.jpg,R4DS Online Learning Community,279,6,0,0,0,rstats
AZwJjsl8xiI,2021-04-29T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Ch 5: Control flow (2021-04-20) (advr05),"Jiwan Heo presents Chapter 5 (""Control flow"") from Advanced R by Hadley Wickham on 2021-04-20, to the R4DS Book Club (cohort 5).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/AZwJjsl8xiI/default.jpg,R4DS Online Learning Community,29,1,0,0,0,rstats
0TclsXa085Y,2021-03-25T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 21: Translating R code (2021-03-22) (advr04),"Camilo Strange presents Chapter 21 (""Translating R code"") from Advanced R by Hadley Wickham on 2021-03-22, to the R4DSCommunity Book Club (cohort 4).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/0TclsXa085Y/default.jpg,R4DS Online Learning Community,14,0,0,0,0,rstats
_zeLDufwTwY,2021-02-28T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 23: Measuring Performance (2021-02-11) (advr02),"Josh Pohlkamp-Hartt presents Chapter 23 (""Measuring Performance"") from Advanced R by Hadley Wickham on 2021-02-11, to the R4DS Book Club (cohort 2).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/_zeLDufwTwY/default.jpg,R4DS Online Learning Community,13,0,0,0,0,rstats
CpLM6SdpTFY,2020-10-18T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 3: Vectors (2020-08-13) (advr02),"Vajresh Balaji presenting Chapter 3: ""Vectors"" from Advanced R by Hadley Wickham on August 13, 2020, to the R4DS Book Club (cohort 2).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/CpLM6SdpTFY/default.jpg,R4DS Online Learning Community,32,0,0,0,0,rstats
Tw1k46ywN6E,2016-03-05T00:00:00Z,UCEBb1b_L6zDS3xTUrIALZOw,10. Dynamic Programming: Advanced DP,"MIT 6.046J Design and Analysis of Algorithms, Spring 2015
View the complete course: http://ocw.mit.edu/6-046JS15
Instructor: Srinivas Devadas

In this lecture, Professor Devadas introduces the concept of dynamic programming.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",https://i.ytimg.com/vi/Tw1k46ywN6E/default.jpg,MIT OpenCourseWare,86035,994,9,0,50,"dynamic programming,longest palindromic sequence,optimal binary search tree,alternating coin game"
lyFDNkbsQuE,2021-01-04T00:00:00Z,UCCktnahuRFYIBtNnKT5IYyg,R Programming Interview Questions | R Programming Interview Questions and Answers | Intellipaat,"🔵. Intellipaat Data Science with R course: https://intellipaat.com/data-scientist-course-training/
In this R programming interview questions, you will learn all the latest interview questions with answers recently asked in MNCs. This video will help you to prepare for the R Programming interview and clear it successfully.

🔵. Here are the topics covered in this video: 
00:52 - R Programming Interview Questions
00:56 - Comparing R and Python
02:54 - Explain the data import in R Language
03:38 - Explain how to Communicate the outputs of Data Analysis
04:31 - Difference between library() and require() functions
05:34 - What are the advantages of R programming?
07:01 - What are the disadvantages of R programming?
10:40 - What is the use of the Subset() and sample() function in R?
12:51 - Explain what is Transpose
13:45 - Why do we use R Programming?
17:43 - What is the function used for adding datasets in R?
20:50 - What is the difference between matrix and data frames?
21:46 - What is the difference between lapply and sapply?
23:06  How many data structures R has?
27:43 - What are R packages?
29:32 - What is power analysis?
31:17 - What is the use of abline() function?
31:57 - What is iplots?
32:54 - What is the use of corrgram() function?
33:53 - How to create scatterplot matrices?
35:16 - What is the use of Diagnostic plots?
37:37 - Define Anova() function
38:34 - What is the use of MANOVA?
39:53 - What is logistic regression?
41:02 - Define Poisson regression?
41:53 - Define cluster.stats()?
43:10 - What is principal() function?

#RProgrammingInterviewQuestionsandAnswers #RProgrammingInterviewQuestions #RProgrammingInterviewPreparation #RProgrammingInterviewQuestions #HowToPrepareRInterviewQuestions #RProgrammingInterview #intellipaat

🔵. Read R Programming for beginners tutorial here: https://intellipaat.com/blog/tutorial/r-programming/

🔵. To subscribe to the Intellipaat channel & get regular updates on videos: http://bit.ly/Intellipaat

🔵. Interested to learn r programming still more? Please check similar r Programming blogs here: https://intellipaat.com/blog/why-learn-r-programming/

Are you looking for something more? Enroll in our r programming language course & become a certified R Programmer (https://intellipaat.com/r-programming-certification-training/). It is a 16 hrs instructor-led r programming training provided by Intellipaat which is completely aligned with industry standards and certification bodies.

If you’ve enjoyed this r programming interview questions and answers, Like us and Subscribe to our channel for more similar informative r tutorials. 
Got any questions about r programming for data science? Ask us in the comment section below.
----------------------------
Intellipaat Edge
1. 24*7 Lifetime Access & Support 
2. Flexible Class Schedule
3. Job Assistance
4. Mentors with +14 yrs 
5. Industry Oriented Courseware
6. Lifetime free Course Upgrade
------------------------------

Q. Who should watch this R Interview Questions Video?

Professionals who are passionate about R Programming and who are preparing for R Interviews, and also who wants to go ahead and make their career as a R Programmer

Q. Why should you watch this r programming tutorial?

R programming has been the most promising language when it comes to data analytics and machine learning as it is equipped with a wide array of functionalities. We are offering the top r programming tutorial that can be watched by anybody to learn r language. Our r programming tutorial has been created with extensive inputs from the industry so that you can learn r programming easily.

Q Why r programming is important?

Because of its extensible nature, R programming is finding higher adoption rates for Data Science specialization. It can be widely deployed for various applications and can be easily scaled. learning this r language will help you grab all those jobs that are being created at large companies offering very good pay scales.

Q Why should you opt for a r programming career?

It is one of the booming technologies in the market and hence R professionals are highly required by the companies. You will grab the best jobs in top MNCs after finishing this Intellipaat r programming online training. The entire Intellipaat r programming course is in line with the industry needs. There is a huge demand for r programming certified professional. The salaries for r programming professional are very good. Hence this Intellipaat R tutorial is your stepping stone to a successful career!
------------------------------
For more information:
Please write us to sales@intellipaat.com, or call us at: +91- 7847955955

Website: https://intellipaat.com/r-programming-certification-training/

Facebook: https://www.facebook.com/intellipaatonline

LinkedIn: https://www.linkedin.com/company/intellipaat-software-solutions/

Twitter: https://twitter.com/Intellipaat

Telegram: https://t.me/s/Learn_with_Intellipaat

Instagram: https://www.instagram.com/intellipaat",https://i.ytimg.com/vi/lyFDNkbsQuE/default.jpg,Intellipaat,6894,171,8,0,9,"R Programming Interview Questions,r interview questions,R Programming Interview Preparation,R Programming,How to prepare for R Programming Interview,How to crack R programming interview,r programming language,r programming for beginners,r programming tutorial,r programming for data science,r programming interview questions and answers,r programming interview questions for freshers,intellipaat"
UhQyzOwQmOI,2021-04-18T00:00:00Z,UCfJyQ3P2k_SuqfxVdqIEQNw,How to draw a line graph using ggplot with R programming. Plots and graphs to visualize data.,"If you want to use R programming to create plots and graphs using the ggplot package, then watch this video. In this video, I'll go though how to visualize two numeric variables and one categoric variable using line graphs and faceting with ggplot2 (which is a part of the tidyverse set of packages). This is an R programming for beginners video. Good data visualisation and descriptive statistics is the first step in data analysis. If you want to learn statistics and quantitative analysis, then this is a great place to start.",https://i.ytimg.com/vi/UhQyzOwQmOI/default.jpg,R Programming 101,8303,233,3,0,37,"ggplot,r programming,line graph,tidyverse,data visualization,data visualisation"
UZhrsVz6wi0,2020-10-15T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 8: Conditions (2020-10-06) (advr03),"Shel Kariuki presenting Chapter 8: ""Conditions"" from Advanced R by Hadley Wickham on October 6th, 2020, to the R4DS Book Club, cohort 3. 

Join the conversation at r4ds.io/join
Read along at https://adv-r.hadley.nz/conditions.html",https://i.ytimg.com/vi/UZhrsVz6wi0/default.jpg,R4DS Online Learning Community,35,0,1,0,0,rstats
zZwGLit3iqQ,2020-07-03T00:00:00Z,UCM53toOQc4IGnZ8wBW1oSFw,"R Programming, week (1-4) All Quiz Answers with Assignments.","course link:  https://www.coursera.org/learn/r-programming?

Assignment Link : https://www.thinktomake.xyz/2020/07/r-programming-week-1-4-all-quiz-answers.html

Friends support me to give you more useful videos.
Subscribe me and comment me whatever courses you want.
However for any issues Coursera is requested to mail us at thinktomake1@gmail.com

Telegram link:https://t.me/joinchat/MqTeiEXCfjW8OFT1qJqxFA


Essentials of Entrepreneurship: Thinking & Action: https://youtu.be/IPSJ1pZIRwM

Hacking Exercise For Health. The surprising new science of fitness : https://youtu.be/S_1_-ywro8k

Digital Manufacturing & Design: https://youtu.be/inPhsKdyaxo

Introduction to International Criminal Law : https://youtu.be/SQcPsZaaebw

Create and Format a Basic Document with LibreOffice Writer: https://youtu.be/tXzgdNa2uss

Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360 : https://youtu.be/ZHs1xNetzn8



Some Easy Courses in my Blog:
Create Informative Presentations with Google Slides:https://thinktomake12.blogspot.com/2020/06/create-informative-presentations-with.html
Business Operations Support in Google Sheets       :https://thinktomake12.blogspot.com/2020/06/business-operations-support-in-google.html


About this Course

In this course you will learn how to program in R and how to use R for effective data analysis. You will learn how to install and configure software necessary for a statistical programming environment and describe generic programming language concepts as they are implemented in a high-level statistical language. The course covers practical issues in statistical computing which includes programming in R, reading data into R, accessing R packages, writing R functions, debugging, profiling R code, and organizing and commenting R code. Topics in statistical data analysis will provide working examples.


SKILLS YOU WILL GAIN
Data Analysis
Debugging
R Programming
Rstudio


Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism,
comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.


#thinktomake    #courseracourseanswers  #courseraquizanswrs  
#freecertificate    #learners",https://i.ytimg.com/vi/zZwGLit3iqQ/default.jpg,Think to make,22365,250,22,0,16,"coursera free courses with certificates,coursera quiz answers,coursera quiz answers english,coursera,coursera answer checker,peer graded assignment coursera,Case Studies,Data Analysis,Debugging,R Programming,Rstudio,r programming certification,r programming certification by john hopkins university (coursera),r programming questions and answers"
fSdAqlkeq6I,2021-02-28T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 24: Improving Performance (2021-02-18) (advr02),"Jorge Mendes presents Chapter 24 (""Improving Performance"") from Advanced R by Hadley Wickham on 2021-02-18, to the R4DS Book Club (cohort 2).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/fSdAqlkeq6I/default.jpg,R4DS Online Learning Community,9,0,0,0,0,rstats
kfwjJDuyN8U,2021-03-11T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 20: Evaluation (2021-03-08) (advr04),"Graeme Davidson presents Chapter 20 (""Evaluation"") from Advanced R by Hadley Wickham on 2021-03-08, to the R4DSCommunity Book Club (cohort 4).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/kfwjJDuyN8U/default.jpg,R4DS Online Learning Community,55,1,0,0,0,rstats
Re6y5CQzwG4,2020-11-05T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 11: Function operators (2020-11-03) (advr03),"Anna-Leigh Brown presents chapter 11 (""Function operators"") from Advanced R by Hadley Wickham on November 3, 2020, to the R4DS Book Club, cohort 3. 

Join the conversation at r4ds.io/join
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/Re6y5CQzwG4/default.jpg,R4DS Online Learning Community,28,1,0,0,0,rstats
syRMRYKN30k,2020-09-24T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 7: Environments (2020-09-17) (advr02),"Kevin Kent presenting Chapter 7: ""Environments"" from Advanced R by Hadley Wickham on September 17, 2020, to the R4DS Book Club (cohort 2).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/syRMRYKN30k/default.jpg,R4DS Online Learning Community,46,1,0,0,0,rstats
pQ-xDAPEQaw,2020-04-23T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 3: Vectors (2020-04-16) (advr01),"Recording of Tony El Habr presenting Chapter 3 of Hadley Wickham's book, ""Advanced R (2nd Edition)"" on Apr 16, 2020, to the R4DS Book Club.

Join the conversation at r4ds.io/join!",https://i.ytimg.com/vi/pQ-xDAPEQaw/default.jpg,R4DS Online Learning Community,1272,16,1,0,2,rstats
eTCT2O58GYM,2021-01-17T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 13: S3 cont (2021-01-11) (advr04),"Roberto Villegas-Diaz continues Chapter 13 (""S3"") from Advanced R by Hadley Wickham on 2021-01-11, to the R4DSCommunity Book Club (cohort 4).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/eTCT2O58GYM/default.jpg,R4DS Online Learning Community,17,0,0,0,0,rstats
u6UMGWDuxDE,2020-09-02T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 5: Control Flow (2020-09-01) (advr03),"Megan Stodel presenting  Chapter 5: Control Flow from Advanced R by Hadley Wickham on September 01, 2020, to the R4DS Book Club.",https://i.ytimg.com/vi/u6UMGWDuxDE/default.jpg,R4DS Online Learning Community,48,0,0,0,0,rstats
sgJVk80X2EQ,2021-09-14T00:00:00Z,UC6LqpR5qBfNlQp5mVIVsthA,Best Practices for Coding in R,"Anna Skrzydło, Project Lead at Appsilon, presents best coding practices to ensure maintainable, durable code in your R projects. 

Appsilon is a global leader in Shiny and has developed many large-scale Shiny projects for Fortune 500 companies. This presentation was first held at RStudio Community X-Session in August 2021. The event was a collaboration between RStudio and Appsilon. 

00:20 Importance of Durable Code
01:50 Code Encapsulation
02:05 Importance of Code Encapsulation
02:35 Three Methods of Code Encapsulation
05:05 Shiny Modules
06:33 Box Package
08:20 R6 Classes
11:15 Tests!
12:15 Unit Testing With testthat
13:55 Other Tests
14:20 User Interviews
17:00 Importance of Project Structure

Presenter: Anna Skrzydło - Project Lead  @ Appsilon

Appsilon open source packages for your Shiny project:
https://shiny.tools/

Appsilon is hiring! See all open positions here:
https://appsilon.com/careers/",https://i.ytimg.com/vi/sgJVk80X2EQ/default.jpg,Appsilon,473,22,0,0,0,","
92zCRV3eQxw,2017-01-05T00:00:00Z,UCQdw3kgGGv5ahM9BEZ4ZecQ,QuantBros.com Introduction to R Programming for Financial Timeseries,"Learn Financial Programming and Timeseries Analysis Basics in R and R Studio 

Not enough for you? Want to learn more R? Our friends over at DataCamp will whip you into shape real quick if you need help:
https://www.datacamp.com/courses/free-introduction-to-r?tap_a=5644-dce66f&tap_s=84932-063f71

Or if you're more of a Python guy, we have an intro to finance for Python course live on DataCamp right now:
https://www.datacamp.com/courses/introduction-to-portfolio-analysis-in-r?tap_a=5644-dce66f&tap_s=84932-063f71

Join the Quants by taking our Quant Course at http://quantcourse.com

1) Basics of R Programming / Downloading R
2) Using Data Frames
3) An Intro to the Quantmod Package
4) Reading in Financial Data from Quantmod
5) Using Vectors in R
6) Reading and Writing Data as CSV Files
7) Plotting Timeseries Data in R
8) Working with Split / Dividend Adjusted Data
9) Calculating Log Returns
10) Converting Log Returns to Arithmetic and Vice-Versa
11) Apply Function in R / Working With Multivariate Data
12) Intro to the Performance Analytics Package
13) XTS and Zoo Objects for Financial Data
14) Chart the Cumulative Return of an Asset
15) Chart the Drawdown and Daily Returns of an Asset
16) Charting Multiple Assets at Once in R
17) Merging Different Datasets With Different Indexes
18) Calculating Sharpe Ratios and other Performance Metrics",https://i.ytimg.com/vi/92zCRV3eQxw/default.jpg,QuantCourse,58762,1016,8,0,43,"r programming,financial timeseries,quantmod,data frames,vectors,plotting timeseries data,xts,zoo,log returns,arithmetic returns,performance analytics,cumulative returns,drawdown,daily returns,sharpe ratios"
rVooJFdbePs,2020-12-22T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 11: Function Operators (2020-12-14) (advr04),"Stephen Holsenbeck presents Chapter 11 (""Function Operators"") from Advanced R by Hadley Wickham on December 14, 2020, to the R4DSCommunity Book Club (cohort 4).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/rVooJFdbePs/default.jpg,R4DS Online Learning Community,27,0,0,0,0,rstats
LVkDJ28XJUE,2020-11-10T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 14: R6 (2020-11-05) (advr02),"Ezra Porter presenting Chapter 14 (""R6"") from Advanced R by Hadley Wickham on November 5, 2020, to the R4DS Book Club (cohort 2).

Join the conversation at r4ds.io/join!
Read along at https://adv-r.hadley.nz/",https://i.ytimg.com/vi/LVkDJ28XJUE/default.jpg,R4DS Online Learning Community,31,1,0,0,0,rstats
EqsSWUQ6ZW0,2021-08-18T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 22 (Debugging) (2021-08-17) (advr05),"Mariela Cortés López presents Chapter 22 (""Debugging"") from Advanced R by Hadley Wickham on 2021-08-17, to the R4DS Book Club (cohort 5). Join the ...",https://i.ytimg.com/vi/EqsSWUQ6ZW0/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
PHdIivFAq7Q,2020-12-16T00:00:00Z,UCnwYO3Sz_emBTC1sTZ6TlsQ,TidyTuesday: Beginner to Advanced Dashboards with R Shiny,"In this week's #TidyTuesday video, I go over a beginner, intermediate, and advanced dashboard and explain different ways to improve developing dashboards ...",https://i.ytimg.com/vi/PHdIivFAq7Q/default.jpg,Andrew Couch,NA,NA,NA,NA,NA,NA
IL6iJhAsZAY,2020-11-11T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 12: OOP Intro &amp; Base Types (2020-11-10) (advr03),"Megan Stodel presents chapter 12 (""Base types"") from Advanced R by Hadley Wickham on November 10, 2020, to the R4DS Book Club, cohort 3. Join the ...",https://i.ytimg.com/vi/IL6iJhAsZAY/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
2NixH3QAerQ,2020-07-22T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 18: Expressions (2020-07-21) (advr01),"Maya Gans presenting Chapter 18 (Expressions) from Hadley Wickham's book, ""Advanced R (2nd Edition)"" on July 21, 2020, to the R4DS Book Club. Watch us ...",https://i.ytimg.com/vi/2NixH3QAerQ/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
SBhpLnPuNlI,2020-06-03T00:00:00Z,UCObs0kLIrDjX2LLSybqNaEA,R Language For Beginners In Hindi | R Tutorial | Learn R Programming In 2 Hours | Great Learning,Great Learning offers a range of extensive Data Science courses that enable candidates for diverse work professions in Data Science and other trending ...,https://i.ytimg.com/vi/SBhpLnPuNlI/default.jpg,Great Learning,NA,NA,NA,NA,NA,NA
Wt7p71_BuYY,2020-10-18T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Section 1: Foundations Recap (2020-10-13) (advr03),"Anna-Leigh Brown leads a recap of Section 1: ""Foundations"" from Advanced R by Hadley Wickham on October 13th, 2020, to the R4DS Book Club, cohort 3.",https://i.ytimg.com/vi/Wt7p71_BuYY/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
e1r68pRr6hc,2020-05-24T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R: 7.4.4 Execution Environments,Daryn Ramsden (https://twitter.com/thisisdaryn) explains the usually ephemeral function execution environments in #RStats. This presentation covers section ...,https://i.ytimg.com/vi/e1r68pRr6hc/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
kujeEVBwY2E,2020-08-05T00:00:00Z,UCKwktLYYilL6nEnksseojRA,Stock Analysis Tutorial - Advanced Beginner R programming - Building the Shiny Dashboard (Part 6),"This is a beginner data science tutorial where we will build an interactive stock analysis dashboard using RStudio, the R programming language, and the 'Shiny' ...",https://i.ytimg.com/vi/kujeEVBwY2E/default.jpg,Matt C137,NA,NA,NA,NA,NA,NA
qnw1xDnt_Ec,2020-06-30T00:00:00Z,UCBV194XNr6CIQCCuw1v2rMQ,Make Beautiful Graphs in R: 5 Quick Ways to Improve ggplot2 Graphs,"Make Beautiful Graphs in R: 5 Quick Ways to Improve ggplot2 Graphs In this video, I'll show you a few different tips and tricks to style your ggplot2 graphs and ...",https://i.ytimg.com/vi/qnw1xDnt_Ec/default.jpg,Dataslice,NA,NA,NA,NA,NA,NA
mxs97jF6USs,2016-06-04T00:00:00Z,UCtec03dySLsQx3ze2HZBC6Q,webscrapping with R | How to do webscrapping with R | Advance R Programming,For complete professional training visit at https://www.bisptrainings.com/Home Follow us on Facebook: https://www.facebook.com/bisptrainings/ Follow us on ...,https://i.ytimg.com/vi/mxs97jF6USs/default.jpg,Amit Sharma,NA,NA,NA,NA,NA,NA
h8Oyk8rlN0U,2020-05-24T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R: 6.2.3-6.2.4 Function Fundamentals,Asmae Toumi (https://twitter.com/asmae_toumi) explains the fundamentals of function in #RStats. This presentation covers sections 6.2.3 and 6.2.4 of Advanced ...,https://i.ytimg.com/vi/h8Oyk8rlN0U/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
i_z6pHavhX0,2021-01-27T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 14: R6 (2021-01-18) (advr04),"Stephen Holsenbeck presents Chapter 14 (""R6"") from Advanced R by Hadley Wickham on 2021-01-18, to the R4DSCommunity Book Club (cohort 4). Join the ...",https://i.ytimg.com/vi/i_z6pHavhX0/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
D_CNmYkGRUc,2020-03-25T00:00:00Z,UCyrXVHqgQHhbo9bSQ_8q96g,Using R to Analyze COVID-19 | R Programming Project,"In this video, we saw how to use the R programming language to perform statistical analysis on the COVID-19 (coronavirus) dataset. This is the second video in ...",https://i.ytimg.com/vi/D_CNmYkGRUc/default.jpg,Tech Tribe,NA,NA,NA,NA,NA,NA
rQwOosOJpaY,2021-03-07T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 25: Rewriting R code in C++ (2021-03-04) (advr02),"Kevin Kent presents Chapter 25 (""Rewriting R code in C++"") from Advanced R by Hadley Wickham on 2021-03-04, to the R4DS Book Club (cohort 2). Join the ...",https://i.ytimg.com/vi/rQwOosOJpaY/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
tOql7ZD6P58,2021-03-30T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 22: Debugging (2021-03-29) (advr04),"Stephen Holsenbeck presents Chapter 22 (""Debugging"") from Advanced R by Hadley Wickham on 2021-03-29, to the R4DSCommunity Book Club (cohort 4).",https://i.ytimg.com/vi/tOql7ZD6P58/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
zzUY03gt_pA,2020-06-18T00:00:00Z,UCCaChdLMTYMxyawR_Qf-kYA,Advanced R Book Club: Chapter 11: Function Operators (2020-06-11) (advr01),"Tony el Habr presenting Chapter 11 (Function Operators) from Hadley Wickham's book, ""Advanced R (2nd Edition)"" on June 11, 2020, to the R4DS Book Club.",https://i.ytimg.com/vi/zzUY03gt_pA/default.jpg,R4DS Online Learning Community,NA,NA,NA,NA,NA,NA
cVBvpi4qgc4,2020-10-27T00:00:00Z,UCKPyg5gsnt6h0aA8EBw3i6A,Manipulating Text in R with &quot;stringr&quot; | R Tutorial (2020),Subscribe to RichardOnData here: https://www.youtube.com/channel/UCKPyg5gsnt6h0aA8EBw3i6A?sub_confirmation=1 Patreon: ...,https://i.ytimg.com/vi/cVBvpi4qgc4/default.jpg,RichardOnData,NA,NA,NA,NA,NA,NA
